iter	RMSE
427	0.3524226805
428	0.3487578159
429	0.3464015692
430	0.3421995927
431	0.339902288
432	0.335807382
433	0.3326152434
434	0.328639521
435	0.325541241
436	0.3219604085
437	0.3181470771
438	0.3151737361
439	0.3113575608
440	0.3076431839
441	0.3047927019
442	0.302341595
443	0.2999175722
444	0.2966686736
445	0.2942958424
446	0.2919610649
447	0.2896393993
448	0.2873433123
449	0.2850725049
450	0.2828266821
451	0.2798956128
452	0.2779688846
453	0.2754631113
454	0.2721605753
455	0.2700189649
456	0.2675997597
457	0.2644241184
458	0.2612791831
459	0.259235797
460	0.2575557004
461	0.2550917857
462	0.253452893
463	0.2512055015
464	0.2482340615
465	0.2453200698
466	0.2437563695
467	0.2410747074
468	0.2399122578
469	0.2371173497
470	0.2359802119
471	0.233243438
472	0.230551215
473	0.2294511523
474	0.2272249471
475	0.2249090797
476	0.2226208181
477	0.221561536
478	0.21931846
479	0.2171514539
480	0.2150601763
481	0.2140405673
482	0.2118821898
483	0.2097556081
484	0.2077026437
485	0.2066277125
486	0.2048434437
487	0.2027986349
488	0.200988845
489	0.20009014
490	0.1982220437
491	0.1974628695
492	0.1956284701
493	0.1948840454
494	0.193082748
495	0.1923527296
496	0.1905178491
497	0.1888575886
498	0.1881481974
499	0.1864332109
39905877
24
0307
0.1481202779
